Behörde,Delikt,Monat,bekanntgewordene Fälle,davon Versuche,Aufklärungsquote in %
Hagen,Tageswohnungs-einbruchdiebstahl,Januar 2019,6,4,0
Hagen,Tageswohnungs-einbruchdiebstahl,Dezember 2018,11,7,27.27
Hagen,Tageswohnungs-einbruchdiebstahl,November 2018,9,3,11.11
Hagen,Tageswohnungs-einbruchdiebstahl,Oktober 2018,6,3,50
Hagen,Tageswohnungs-einbruchdiebstahl,Oktober 2014,19,9,21.05
Hagen,Delikte der Straßenkriminalität,Oktober 2019,281,17,19.22
Hagen,Delikte der Straßenkriminalität,September 2019,203,9,21.18
Hagen,Delikte der Straßenkriminalität,August 2019,283,15,12.72
Hagen,Delikte der Straßenkriminalität,Juli 2019,368,9,15.76
Hagen,Delikte der Straßenkriminalität,Juni 2019,258,7,17.83
Hagen,Delikte der Straßenkriminalität,Mai 2019,259,20,19.69
Hagen,Delikte der Straßenkriminalität,April 2019,294,9,20.07
Hagen,Delikte der Straßenkriminalität,März 2019,310,12,23.23
Hagen,Delikte der Straßenkriminalität,Februar 2019,397,17,31.23
Hagen,Delikte der Straßenkriminalität,Januar 2019,264,14,20.08
Hagen,Delikte der Straßenkriminalität,Dezember 2018,220,5,19.55
Hagen,Delikte der Straßenkriminalität,November 2018,362,16,36.19
Hagen,Delikte der Straßenkriminalität,Oktober 2018,313,19,17.25
Hagen,Delikte der Straßenkriminalität,Oktober 2014,383,15,26.89
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,1,,100
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,2,,50
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,2,,100
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,4,,50
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,2,,100
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,2,,50
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,5,,80
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,2,,50
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,,,0
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,2,,100
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,4,1,100
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,3,,66.67
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,3,1,66.67
Hagen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,1,,100
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,2,,0
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,7,,42.86
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,9,2,44.44
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,10,1,30
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,2,,0
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,4,1,75
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,6,2,33.33
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,4,,50
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,7,3,42.86
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,9,2,66.67
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,7,2,28.57
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,14,1,57.14
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,8,1,12.5
Hagen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,3,1,100
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,14,5,71.43
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",September 2019,17,1,64.71
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",August 2019,8,2,87.5
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juli 2019,23,1,73.91
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juni 2019,17,1,88.24
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Mai 2019,11,,81.82
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",April 2019,25,5,84
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",März 2019,8,1,62.5
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Februar 2019,16,,75
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Januar 2019,20,1,75
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Dezember 2018,12,,100
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",November 2018,25,3,80
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2018,16,5,75
Hagen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2014,15,1,100
Hagen,Taschendiebstahl,Oktober 2019,45,,4.44
Hagen,Taschendiebstahl,September 2019,30,,6.67
Hagen,Taschendiebstahl,August 2019,49,1,4.08
Hagen,Taschendiebstahl,Juli 2019,64,2,3.13
Hagen,Taschendiebstahl,Juni 2019,54,,0
Hagen,Taschendiebstahl,Mai 2019,57,1,0
Hagen,Taschendiebstahl,April 2019,76,1,2.63
Hagen,Taschendiebstahl,März 2019,51,,1.96
Hagen,Taschendiebstahl,Februar 2019,51,1,7.84
Hagen,Taschendiebstahl,Januar 2019,87,1,4.6
Hagen,Taschendiebstahl,Dezember 2018,54,,3.7
Hagen,Taschendiebstahl,November 2018,52,,9.62
Hagen,Taschendiebstahl,Oktober 2018,54,,1.85
Hagen,Taschendiebstahl,Oktober 2014,46,,2.17
Hagen,Diebstahl von Fahrrädern,Oktober 2019,18,,0
Hagen,Diebstahl von Fahrrädern,September 2019,13,1,23.08
Hagen,Diebstahl von Fahrrädern,August 2019,29,,0
Hagen,Diebstahl von Fahrrädern,Juli 2019,22,,4.55
Hagen,Diebstahl von Fahrrädern,Juni 2019,13,,7.69
Hagen,Diebstahl von Fahrrädern,Mai 2019,13,1,23.08
Hagen,Diebstahl von Fahrrädern,April 2019,8,,12.5
Hagen,Diebstahl von Fahrrädern,März 2019,9,,0
Hagen,Diebstahl von Fahrrädern,Februar 2019,4,1,25
Hagen,Diebstahl von Fahrrädern,Januar 2019,6,,33.33
Hagen,Diebstahl von Fahrrädern,Dezember 2018,8,,37.5
Hagen,Diebstahl von Fahrrädern,November 2018,28,,14.29
Hagen,Diebstahl von Fahrrädern,Oktober 2018,32,,3.13
Hagen,Diebstahl von Fahrrädern,Oktober 2014,22,1,36.36
Hagen,Gewaltkriminalität,Oktober 2019,53,10,81.13
Hagen,Gewaltkriminalität,September 2019,51,5,70.59
Hagen,Gewaltkriminalität,August 2019,46,8,69.57
Hagen,Gewaltkriminalität,Juli 2019,60,5,71.67
Hagen,Gewaltkriminalität,Juni 2019,42,3,80.95
Hagen,Gewaltkriminalität,Mai 2019,37,5,64.86
Hagen,Gewaltkriminalität,April 2019,60,14,73.33
Hagen,Gewaltkriminalität,März 2019,41,6,73.17
Hagen,Gewaltkriminalität,Februar 2019,45,7,80
Hagen,Gewaltkriminalität,Januar 2019,54,8,77.78
Hagen,Gewaltkriminalität,Dezember 2018,52,11,82.69
Hagen,Gewaltkriminalität,November 2018,76,11,76.32
Hagen,Gewaltkriminalität,Oktober 2018,46,10,67.39
Hagen,Gewaltkriminalität,Oktober 2014,43,4,81.4
Hamm,Einbruchdelikte,Oktober 2019,44,19,22.73
Hamm,Einbruchdelikte,September 2019,31,18,3.23
Hamm,Einbruchdelikte,August 2019,31,5,9.68
Hamm,Einbruchdelikte,Juli 2019,102,52,6.86
Hamm,Einbruchdelikte,Juni 2019,8,4,12.5
Hamm,Einbruchdelikte,Mai 2019,48,16,25
Hamm,Einbruchdelikte,April 2019,32,12,15.62
Hamm,Einbruchdelikte,März 2019,61,19,6.56
Hamm,Einbruchdelikte,Februar 2019,79,36,6.33
Hamm,Einbruchdelikte,Januar 2019,79,16,10.13
Hamm,Einbruchdelikte,Dezember 2018,60,16,15
Hamm,Einbruchdelikte,November 2018,36,13,22.22
Hamm,Einbruchdelikte,Oktober 2018,28,11,17.86
Hamm,Einbruchdelikte,Oktober 2014,59,22,5.08
Hamm,Wohnungseinbruchdiebstahl,Oktober 2019,10,3,60
Hamm,Wohnungseinbruchdiebstahl,September 2019,21,17,0
Hamm,Wohnungseinbruchdiebstahl,August 2019,11,3,9.09
Hamm,Wohnungseinbruchdiebstahl,Juli 2019,52,35,3.85
Hamm,Wohnungseinbruchdiebstahl,Juni 2019,2,1,0
Hamm,Wohnungseinbruchdiebstahl,Mai 2019,28,10,32.14
Hamm,Wohnungseinbruchdiebstahl,April 2019,5,1,40
Hamm,Wohnungseinbruchdiebstahl,März 2019,23,9,8.7
Hamm,Wohnungseinbruchdiebstahl,Februar 2019,51,26,1.96
Hamm,Wohnungseinbruchdiebstahl,Januar 2019,37,4,10.81
Hamm,Wohnungseinbruchdiebstahl,Dezember 2018,7,3,28.57
Hamm,Wohnungseinbruchdiebstahl,November 2018,17,9,23.53
Hamm,Wohnungseinbruchdiebstahl,Oktober 2018,12,6,8.33
Hamm,Wohnungseinbruchdiebstahl,Oktober 2014,23,10,8.7
Hamm,Tageswohnungs-einbruchdiebstahl,Oktober 2019,2,,50
Hamm,Tageswohnungs-einbruchdiebstahl,September 2019,1,1,0
Hamm,Tageswohnungs-einbruchdiebstahl,August 2019,2,,0
Hamm,Tageswohnungs-einbruchdiebstahl,Juli 2019,13,5,15.38
Hamm,Tageswohnungs-einbruchdiebstahl,Juni 2019,,,0
Hamm,Tageswohnungs-einbruchdiebstahl,Mai 2019,11,7,36.36
Hamm,Tageswohnungs-einbruchdiebstahl,April 2019,2,,0
Hamm,Tageswohnungs-einbruchdiebstahl,März 2019,9,2,11.11
Hamm,Tageswohnungs-einbruchdiebstahl,Februar 2019,20,10,0
Hamm,Tageswohnungs-einbruchdiebstahl,Januar 2019,22,3,4.55
Hamm,Tageswohnungs-einbruchdiebstahl,Dezember 2018,3,,33.33
Hamm,Tageswohnungs-einbruchdiebstahl,November 2018,4,2,50
Hamm,Tageswohnungs-einbruchdiebstahl,Oktober 2018,5,2,20
Hamm,Tageswohnungs-einbruchdiebstahl,Oktober 2014,9,4,0
Hamm,Delikte der Straßenkriminalität,Oktober 2019,330,23,13.03
Hamm,Delikte der Straßenkriminalität,September 2019,256,16,13.67
Hamm,Delikte der Straßenkriminalität,August 2019,338,36,18.34
Hamm,Delikte der Straßenkriminalität,Juli 2019,578,62,11.07
Hamm,Delikte der Straßenkriminalität,Juni 2019,178,12,17.98
Hamm,Delikte der Straßenkriminalität,Mai 2019,331,83,29.61
Hamm,Delikte der Straßenkriminalität,April 2019,318,26,9.12
Hamm,Delikte der Straßenkriminalität,März 2019,263,18,14.45
Hamm,Delikte der Straßenkriminalität,Februar 2019,255,26,18.43
Hamm,Delikte der Straßenkriminalität,Januar 2019,306,23,20.26
Hamm,Delikte der Straßenkriminalität,Dezember 2018,316,49,18.67
Hamm,Delikte der Straßenkriminalität,November 2018,336,32,19.94
Hamm,Delikte der Straßenkriminalität,Oktober 2018,316,15,24.05
Hamm,Delikte der Straßenkriminalität,Oktober 2014,345,25,10.72
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,4,,75
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,1,,0
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,1,,0
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,2,1,0
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,3,1,33.33
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,3,1,100
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,3,,100
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,3,,100
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,1,,100
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,2,,100
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,4,,75
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,3,1,66.67
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,4,,100
Hamm,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,2,1,100
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,2,1,50
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,1,,100
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,3,1,0
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,5,1,20
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,2,,0
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,1,,0
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,1,1,0
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,3,1,66.67
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,2,,50
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,3,,33.33
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,1,1,100
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,7,1,28.57
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,1,,0
Hamm,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,4,1,50
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,12,1,75
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",September 2019,12,,58.33
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",August 2019,14,2,71.43
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juli 2019,16,3,75
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juni 2019,11,1,63.64
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Mai 2019,17,2,82.35
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",April 2019,12,,83.33
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",März 2019,10,2,90
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Februar 2019,9,,77.78
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Januar 2019,18,2,77.78
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Dezember 2018,23,3,73.91
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",November 2018,16,4,81.25
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2018,16,2,87.5
Hamm,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2014,12,2,75
Hamm,Taschendiebstahl,Oktober 2019,21,,9.52
Hamm,Taschendiebstahl,September 2019,23,1,8.7
Hamm,Taschendiebstahl,August 2019,10,,0
Hamm,Taschendiebstahl,Juli 2019,31,,3.23
Hamm,Taschendiebstahl,Juni 2019,15,,6.67
Hamm,Taschendiebstahl,Mai 2019,16,,0
Hamm,Taschendiebstahl,April 2019,30,1,6.67
Hamm,Taschendiebstahl,März 2019,33,1,9.09
Hamm,Taschendiebstahl,Februar 2019,26,,7.69
Hamm,Taschendiebstahl,Januar 2019,26,,0
Hamm,Taschendiebstahl,Dezember 2018,26,,0
Hamm,Taschendiebstahl,November 2018,21,,0
Hamm,Taschendiebstahl,Oktober 2018,18,,0
Hamm,Taschendiebstahl,Oktober 2014,26,,0
Hamm,Diebstahl von Fahrrädern,Oktober 2019,88,3,7.95
Hamm,Diebstahl von Fahrrädern,September 2019,74,2,13.51
Hamm,Diebstahl von Fahrrädern,August 2019,94,2,7.45
Hamm,Diebstahl von Fahrrädern,Juli 2019,124,3,7.26
Hamm,Diebstahl von Fahrrädern,Juni 2019,27,,3.7
Hamm,Diebstahl von Fahrrädern,Mai 2019,49,2,12.24
Hamm,Diebstahl von Fahrrädern,April 2019,55,2,5.45
Hamm,Diebstahl von Fahrrädern,März 2019,66,1,7.58
Hamm,Diebstahl von Fahrrädern,Februar 2019,43,1,11.63
Hamm,Diebstahl von Fahrrädern,Januar 2019,67,1,8.96
Hamm,Diebstahl von Fahrrädern,Dezember 2018,51,3,19.61
Hamm,Diebstahl von Fahrrädern,November 2018,72,5,9.72
Hamm,Diebstahl von Fahrrädern,Oktober 2018,117,5,9.4
Hamm,Diebstahl von Fahrrädern,Oktober 2014,110,3,5.45
Hamm,Gewaltkriminalität,Oktober 2019,40,5,72.5
Hamm,Gewaltkriminalität,September 2019,37,3,70.27
Hamm,Gewaltkriminalität,August 2019,43,6,69.77
Hamm,Gewaltkriminalität,Juli 2019,61,8,68.85
Hamm,Gewaltkriminalität,Juni 2019,36,4,75
Hamm,Gewaltkriminalität,Mai 2019,39,5,74.36
Hamm,Gewaltkriminalität,April 2019,40,3,85
Hamm,Gewaltkriminalität,März 2019,44,7,90.91
Hamm,Gewaltkriminalität,Februar 2019,31,2,83.87
Hamm,Gewaltkriminalität,Januar 2019,45,4,77.78
Hamm,Gewaltkriminalität,Dezember 2018,55,10,87.27
Hamm,Gewaltkriminalität,November 2018,50,9,64
Hamm,Gewaltkriminalität,Oktober 2018,41,4,80.49
Hamm,Gewaltkriminalität,Oktober 2014,36,5,80.56
Köln,Einbruchdelikte,Oktober 2019,741,333,10.26
Köln,Einbruchdelikte,September 2019,479,193,10.44
Köln,Einbruchdelikte,August 2019,652,234,4.91
Köln,Einbruchdelikte,Juli 2019,588,230,9.18
Köln,Einbruchdelikte,Juni 2019,497,207,13.68
Köln,Einbruchdelikte,Mai 2019,551,210,21.42
Köln,Einbruchdelikte,April 2019,511,222,9.39
Köln,Einbruchdelikte,März 2019,684,279,10.96
Köln,Einbruchdelikte,Februar 2019,802,346,9.85
Köln,Einbruchdelikte,Januar 2019,605,222,5.95
Köln,Einbruchdelikte,Dezember 2018,440,181,10.45
Köln,Einbruchdelikte,November 2018,615,316,8.13
Köln,Einbruchdelikte,Oktober 2018,504,254,10.71
Köln,Einbruchdelikte,Oktober 2014,907,398,10.92
Köln,Wohnungseinbruchdiebstahl,Oktober 2019,316,179,11.08
Köln,Wohnungseinbruchdiebstahl,September 2019,177,85,6.78
Köln,Wohnungseinbruchdiebstahl,August 2019,197,92,6.6
Köln,Wohnungseinbruchdiebstahl,Juli 2019,147,71,12.24
Köln,Wohnungseinbruchdiebstahl,Juni 2019,200,113,10.5
Köln,Wohnungseinbruchdiebstahl,Mai 2019,154,65,14.29
Köln,Wohnungseinbruchdiebstahl,April 2019,250,136,6
Köln,Wohnungseinbruchdiebstahl,März 2019,334,150,9.58
Köln,Wohnungseinbruchdiebstahl,Februar 2019,384,159,6.77
Köln,Wohnungseinbruchdiebstahl,Januar 2019,112,24,12.5
Köln,Wohnungseinbruchdiebstahl,Dezember 2018,199,92,12.56
Köln,Wohnungseinbruchdiebstahl,November 2018,173,93,10.4
Köln,Wohnungseinbruchdiebstahl,Oktober 2018,173,108,16.18
Köln,Wohnungseinbruchdiebstahl,Oktober 2014,481,218,7.9
Köln,Tageswohnungs-einbruchdiebstahl,Oktober 2019,90,46,11.11
Köln,Tageswohnungs-einbruchdiebstahl,September 2019,53,22,5.66
Köln,Tageswohnungs-einbruchdiebstahl,August 2019,72,30,8.33
Köln,Tageswohnungs-einbruchdiebstahl,Juli 2019,58,29,15.52
Köln,Tageswohnungs-einbruchdiebstahl,Juni 2019,67,34,17.91
Köln,Tageswohnungs-einbruchdiebstahl,Mai 2019,61,22,19.67
Köln,Tageswohnungs-einbruchdiebstahl,April 2019,108,61,8.33
Köln,Tageswohnungs-einbruchdiebstahl,März 2019,126,51,13.49
Köln,Tageswohnungs-einbruchdiebstahl,Februar 2019,153,49,2.61
Köln,Tageswohnungs-einbruchdiebstahl,Januar 2019,51,11,13.73
Köln,Tageswohnungs-einbruchdiebstahl,Dezember 2018,66,27,12.12
Köln,Tageswohnungs-einbruchdiebstahl,November 2018,56,28,7.14
Köln,Tageswohnungs-einbruchdiebstahl,Oktober 2018,61,33,13.11
Köln,Tageswohnungs-einbruchdiebstahl,Oktober 2014,237,95,8.44
Köln,Delikte der Straßenkriminalität,Oktober 2019,3240,212,14.14
Köln,Delikte der Straßenkriminalität,September 2019,2619,139,22.22
Köln,Delikte der Straßenkriminalität,August 2019,3756,243,12.78
Köln,Delikte der Straßenkriminalität,Juli 2019,3597,235,15.15
Köln,Delikte der Straßenkriminalität,Juni 2019,2214,154,15.72
Köln,Delikte der Straßenkriminalität,Mai 2019,3075,232,17.89
Köln,Delikte der Straßenkriminalität,April 2019,2567,193,16.05
Köln,Delikte der Straßenkriminalität,März 2019,3336,251,12.47
Köln,Delikte der Straßenkriminalität,Februar 2019,2580,211,19.73
Köln,Delikte der Straßenkriminalität,Januar 2019,3306,282,11.86
Köln,Delikte der Straßenkriminalität,Dezember 2018,2248,169,15.75
Köln,Delikte der Straßenkriminalität,November 2018,3459,244,15.32
Köln,Delikte der Straßenkriminalität,Oktober 2018,3681,296,13.12
Köln,Delikte der Straßenkriminalität,Oktober 2014,4204,340,11.01
Köln,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,23,3,69.57
Köln,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,23,2,73.91
Köln,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,22,2,68.18
Köln,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,29,4,75.86
Köln,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,24,2,83.33
Köln,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,21,4,66.67
Köln,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,13,2,84.62
Köln,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,31,,83.87
