Behörde,Delikt,Monat,bekanntgewordene Fälle,davon Versuche,Aufklärungsquote in %
Düsseldorf,Diebstahl von Fahrrädern,April 2019,237,5,2.11
Düsseldorf,Diebstahl von Fahrrädern,März 2019,209,5,4.31
Düsseldorf,Diebstahl von Fahrrädern,Februar 2019,144,4,6.25
Düsseldorf,Diebstahl von Fahrrädern,Januar 2019,204,4,3.92
Düsseldorf,Diebstahl von Fahrrädern,Dezember 2018,166,5,7.23
Düsseldorf,Diebstahl von Fahrrädern,November 2018,285,18,9.47
Düsseldorf,Diebstahl von Fahrrädern,Oktober 2018,393,15,7.89
Düsseldorf,Diebstahl von Fahrrädern,Oktober 2014,408,10,5.39
Düsseldorf,Gewaltkriminalität,Oktober 2019,190,29,75.26
Düsseldorf,Gewaltkriminalität,September 2019,121,11,67.77
Düsseldorf,Gewaltkriminalität,August 2019,204,35,74.02
Düsseldorf,Gewaltkriminalität,Juli 2019,197,23,66.5
Düsseldorf,Gewaltkriminalität,Juni 2019,206,34,62.62
Düsseldorf,Gewaltkriminalität,Mai 2019,200,27,63
Düsseldorf,Gewaltkriminalität,April 2019,167,33,72.46
Düsseldorf,Gewaltkriminalität,März 2019,163,18,74.85
Düsseldorf,Gewaltkriminalität,Februar 2019,160,26,72.5
Düsseldorf,Gewaltkriminalität,Januar 2019,141,28,63.12
Düsseldorf,Gewaltkriminalität,Dezember 2018,185,33,75.14
Düsseldorf,Gewaltkriminalität,November 2018,183,42,72.13
Düsseldorf,Gewaltkriminalität,Oktober 2018,194,21,66.49
Düsseldorf,Gewaltkriminalität,Oktober 2014,203,27,57.64
Essen,Einbruchdelikte,Oktober 2019,267,111,13.11
Essen,Einbruchdelikte,September 2019,208,72,9.62
Essen,Einbruchdelikte,August 2019,165,76,13.33
Essen,Einbruchdelikte,Juli 2019,245,85,12.24
Essen,Einbruchdelikte,Juni 2019,215,88,11.16
Essen,Einbruchdelikte,Mai 2019,269,93,6.69
Essen,Einbruchdelikte,April 2019,400,181,8.25
Essen,Einbruchdelikte,März 2019,94,18,24.47
Essen,Einbruchdelikte,Februar 2019,255,96,10.2
Essen,Einbruchdelikte,Januar 2019,354,149,6.5
Essen,Einbruchdelikte,Dezember 2018,238,111,7.14
Essen,Einbruchdelikte,November 2018,298,124,7.05
Essen,Einbruchdelikte,Oktober 2018,210,82,16.19
Essen,Einbruchdelikte,Oktober 2014,612,212,6.86
Essen,Wohnungseinbruchdiebstahl,Oktober 2019,94,52,15.96
Essen,Wohnungseinbruchdiebstahl,September 2019,76,39,17.11
Essen,Wohnungseinbruchdiebstahl,August 2019,68,46,14.71
Essen,Wohnungseinbruchdiebstahl,Juli 2019,88,41,15.91
Essen,Wohnungseinbruchdiebstahl,Juni 2019,69,33,7.25
Essen,Wohnungseinbruchdiebstahl,Mai 2019,96,50,9.38
Essen,Wohnungseinbruchdiebstahl,April 2019,176,101,10.23
Essen,Wohnungseinbruchdiebstahl,März 2019,1,1,100
Essen,Wohnungseinbruchdiebstahl,Februar 2019,110,51,10
Essen,Wohnungseinbruchdiebstahl,Januar 2019,194,87,2.06
Essen,Wohnungseinbruchdiebstahl,Dezember 2018,124,58,5.65
Essen,Wohnungseinbruchdiebstahl,November 2018,161,87,5.59
Essen,Wohnungseinbruchdiebstahl,Oktober 2018,94,50,13.83
Essen,Wohnungseinbruchdiebstahl,Oktober 2014,293,122,7.85
Essen,Tageswohnungs-einbruchdiebstahl,Oktober 2019,29,15,27.59
Essen,Tageswohnungs-einbruchdiebstahl,September 2019,15,7,20
Essen,Tageswohnungs-einbruchdiebstahl,August 2019,21,14,14.29
Essen,Tageswohnungs-einbruchdiebstahl,Juli 2019,29,11,24.14
Essen,Tageswohnungs-einbruchdiebstahl,Juni 2019,26,11,7.69
Essen,Tageswohnungs-einbruchdiebstahl,Mai 2019,34,18,5.88
Essen,Tageswohnungs-einbruchdiebstahl,April 2019,51,29,19.61
Essen,Tageswohnungs-einbruchdiebstahl,März 2019,1,1,100
Essen,Tageswohnungs-einbruchdiebstahl,Februar 2019,37,15,10.81
Essen,Tageswohnungs-einbruchdiebstahl,Januar 2019,89,35,2.25
Essen,Tageswohnungs-einbruchdiebstahl,Dezember 2018,43,21,6.98
Essen,Tageswohnungs-einbruchdiebstahl,November 2018,49,19,6.12
Essen,Tageswohnungs-einbruchdiebstahl,Oktober 2018,23,8,13.04
Essen,Tageswohnungs-einbruchdiebstahl,Oktober 2014,117,44,5.98
Essen,Delikte der Straßenkriminalität,Oktober 2019,1076,81,17.1
Essen,Delikte der Straßenkriminalität,September 2019,1054,79,11.95
Essen,Delikte der Straßenkriminalität,August 2019,940,68,16.28
Essen,Delikte der Straßenkriminalität,Juli 2019,1389,79,13.1
Essen,Delikte der Straßenkriminalität,Juni 2019,839,51,19.67
Essen,Delikte der Straßenkriminalität,Mai 2019,985,67,13.91
Essen,Delikte der Straßenkriminalität,April 2019,1034,64,18.18
Essen,Delikte der Straßenkriminalität,März 2019,894,49,11.97
Essen,Delikte der Straßenkriminalität,Februar 2019,911,63,17.67
Essen,Delikte der Straßenkriminalität,Januar 2019,1028,60,13.13
Essen,Delikte der Straßenkriminalität,Dezember 2018,737,48,18.18
Essen,Delikte der Straßenkriminalität,November 2018,1111,64,12.15
Essen,Delikte der Straßenkriminalität,Oktober 2018,1196,62,13.04
Essen,Delikte der Straßenkriminalität,Oktober 2014,1822,170,10.04
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,12,,50
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,12,,91.67
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,9,,77.78
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,8,2,75
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,10,2,100
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,5,1,80
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,11,1,90.91
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,10,,80
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,7,1,71.43
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,5,1,100
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,8,1,50
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,9,,66.67
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,12,1,66.67
Essen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,9,2,77.78
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,26,11,38.46
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,10,3,30
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,10,1,10
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,27,10,55.56
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,10,1,30
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,10,3,40
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,24,4,66.67
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,9,2,11.11
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,16,3,56.25
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,34,12,50
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,15,4,46.67
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,10,2,30
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,25,6,40
Essen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,32,4,28.13
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,47,6,74.47
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",September 2019,41,5,65.85
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",August 2019,48,6,58.33
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juli 2019,68,6,77.94
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juni 2019,38,12,84.21
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Mai 2019,31,2,80.65
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",April 2019,30,5,83.33
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",März 2019,39,5,82.05
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Februar 2019,38,5,78.95
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Januar 2019,48,6,68.75
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Dezember 2018,41,6,80.49
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",November 2018,37,8,86.49
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2018,43,2,65.12
Essen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2014,40,9,80
Essen,Taschendiebstahl,Oktober 2019,132,7,4.55
Essen,Taschendiebstahl,September 2019,115,2,2.61
Essen,Taschendiebstahl,August 2019,104,1,0.96
Essen,Taschendiebstahl,Juli 2019,169,2,2.96
Essen,Taschendiebstahl,Juni 2019,91,8,10.99
Essen,Taschendiebstahl,Mai 2019,154,7,5.84
Essen,Taschendiebstahl,April 2019,133,1,3.76
Essen,Taschendiebstahl,März 2019,157,5,3.18
Essen,Taschendiebstahl,Februar 2019,160,10,8.13
Essen,Taschendiebstahl,Januar 2019,124,3,6.45
Essen,Taschendiebstahl,Dezember 2018,106,1,0
Essen,Taschendiebstahl,November 2018,159,5,3.77
Essen,Taschendiebstahl,Oktober 2018,171,3,4.68
Essen,Taschendiebstahl,Oktober 2014,202,6,3.96
Essen,Diebstahl von Fahrrädern,Oktober 2019,183,14,8.2
Essen,Diebstahl von Fahrrädern,September 2019,159,9,4.4
Essen,Diebstahl von Fahrrädern,August 2019,135,5,8.15
Essen,Diebstahl von Fahrrädern,Juli 2019,262,2,4.2
Essen,Diebstahl von Fahrrädern,Juni 2019,100,1,9
Essen,Diebstahl von Fahrrädern,Mai 2019,146,6,6.85
Essen,Diebstahl von Fahrrädern,April 2019,124,4,6.45
Essen,Diebstahl von Fahrrädern,März 2019,96,4,6.25
Essen,Diebstahl von Fahrrädern,Februar 2019,142,4,4.23
Essen,Diebstahl von Fahrrädern,Januar 2019,114,,6.14
Essen,Diebstahl von Fahrrädern,Dezember 2018,62,2,12.9
Essen,Diebstahl von Fahrrädern,November 2018,177,4,5.65
Essen,Diebstahl von Fahrrädern,Oktober 2018,160,5,3.75
Essen,Diebstahl von Fahrrädern,Oktober 2014,403,12,4.22
Essen,Gewaltkriminalität,Oktober 2019,213,33,73.24
Essen,Gewaltkriminalität,September 2019,134,18,71.64
Essen,Gewaltkriminalität,August 2019,189,27,73.54
Essen,Gewaltkriminalität,Juli 2019,253,41,76.28
Essen,Gewaltkriminalität,Juni 2019,147,33,74.83
Essen,Gewaltkriminalität,Mai 2019,159,25,80.5
Essen,Gewaltkriminalität,April 2019,181,23,71.82
Essen,Gewaltkriminalität,März 2019,144,18,81.25
Essen,Gewaltkriminalität,Februar 2019,151,26,78.15
Essen,Gewaltkriminalität,Januar 2019,206,38,69.9
Essen,Gewaltkriminalität,Dezember 2018,171,30,78.36
Essen,Gewaltkriminalität,November 2018,163,29,76.07
Essen,Gewaltkriminalität,Oktober 2018,196,25,72.45
Essen,Gewaltkriminalität,Oktober 2014,182,26,68.13
Gelsenkirchen,Einbruchdelikte,Oktober 2019,77,46,10.39
Gelsenkirchen,Einbruchdelikte,September 2019,72,31,18.06
Gelsenkirchen,Einbruchdelikte,August 2019,102,50,4.9
Gelsenkirchen,Einbruchdelikte,Juli 2019,75,25,10.67
Gelsenkirchen,Einbruchdelikte,Juni 2019,59,20,15.25
Gelsenkirchen,Einbruchdelikte,Mai 2019,93,36,17.2
Gelsenkirchen,Einbruchdelikte,April 2019,119,51,23.53
Gelsenkirchen,Einbruchdelikte,März 2019,116,41,5.17
Gelsenkirchen,Einbruchdelikte,Februar 2019,130,66,13.08
Gelsenkirchen,Einbruchdelikte,Januar 2019,85,41,4.71
Gelsenkirchen,Einbruchdelikte,Dezember 2018,61,27,14.75
Gelsenkirchen,Einbruchdelikte,November 2018,86,33,11.63
Gelsenkirchen,Einbruchdelikte,Oktober 2018,73,28,15.07
Gelsenkirchen,Einbruchdelikte,Oktober 2014,236,104,14.83
Gelsenkirchen,Wohnungseinbruchdiebstahl,Oktober 2019,24,18,16.67
Gelsenkirchen,Wohnungseinbruchdiebstahl,September 2019,23,8,21.74
Gelsenkirchen,Wohnungseinbruchdiebstahl,August 2019,44,25,6.82
Gelsenkirchen,Wohnungseinbruchdiebstahl,Juli 2019,31,11,19.35
Gelsenkirchen,Wohnungseinbruchdiebstahl,Juni 2019,23,6,13.04
Gelsenkirchen,Wohnungseinbruchdiebstahl,Mai 2019,38,14,7.89
Gelsenkirchen,Wohnungseinbruchdiebstahl,April 2019,65,28,40
Gelsenkirchen,Wohnungseinbruchdiebstahl,März 2019,60,25,3.33
Gelsenkirchen,Wohnungseinbruchdiebstahl,Februar 2019,61,35,3.28
Gelsenkirchen,Wohnungseinbruchdiebstahl,Januar 2019,28,11,7.14
Gelsenkirchen,Wohnungseinbruchdiebstahl,Dezember 2018,10,6,30
Gelsenkirchen,Wohnungseinbruchdiebstahl,November 2018,47,22,17.02
Gelsenkirchen,Wohnungseinbruchdiebstahl,Oktober 2018,28,17,28.57
Gelsenkirchen,Wohnungseinbruchdiebstahl,Oktober 2014,68,36,13.24
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Oktober 2019,8,6,25
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,September 2019,4,1,50
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,August 2019,12,7,16.67
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Juli 2019,16,7,12.5
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Juni 2019,10,2,20
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Mai 2019,14,8,7.14
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,April 2019,28,11,57.14
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,März 2019,28,12,0
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Februar 2019,28,11,3.57
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Januar 2019,11,2,9.09
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Dezember 2018,5,3,20
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,November 2018,19,13,5.26
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Oktober 2018,6,5,33.33
Gelsenkirchen,Tageswohnungs-einbruchdiebstahl,Oktober 2014,29,15,3.45
Gelsenkirchen,Delikte der Straßenkriminalität,Oktober 2019,539,12,13.54
Gelsenkirchen,Delikte der Straßenkriminalität,September 2019,512,17,13.67
Gelsenkirchen,Delikte der Straßenkriminalität,August 2019,511,22,19.77
Gelsenkirchen,Delikte der Straßenkriminalität,Juli 2019,527,36,14.23
Gelsenkirchen,Delikte der Straßenkriminalität,Juni 2019,436,22,13.99
Gelsenkirchen,Delikte der Straßenkriminalität,Mai 2019,507,43,14.99
Gelsenkirchen,Delikte der Straßenkriminalität,April 2019,442,21,14.25
Gelsenkirchen,Delikte der Straßenkriminalität,März 2019,570,98,30
Gelsenkirchen,Delikte der Straßenkriminalität,Februar 2019,477,31,15.72
Gelsenkirchen,Delikte der Straßenkriminalität,Januar 2019,477,16,13.63
Gelsenkirchen,Delikte der Straßenkriminalität,Dezember 2018,413,29,14.77
Gelsenkirchen,Delikte der Straßenkriminalität,November 2018,510,21,9.8
Gelsenkirchen,Delikte der Straßenkriminalität,Oktober 2018,463,29,17.28
Gelsenkirchen,Delikte der Straßenkriminalität,Oktober 2014,687,66,9.17
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2019,4,,75
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),September 2019,1,,100
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),August 2019,9,1,88.89
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juli 2019,5,,100
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Juni 2019,6,1,83.33
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Mai 2019,3,,100
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),April 2019,5,1,100
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),März 2019,5,1,60
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Februar 2019,10,,80
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Januar 2019,3,,100
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Dezember 2018,7,,85.71
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),November 2018,3,,66.67
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2018,,,0
Gelsenkirchen,Vergewaltigung/sexuelle Nötigung/sexueller Übergriff (besonders schwere Fälle einschl. Todesfolge),Oktober 2014,8,1,87.5
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2019,10,,20
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",September 2019,8,2,37.5
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",August 2019,3,,0
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juli 2019,10,2,40
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Juni 2019,5,1,20
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Mai 2019,6,,16.67
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",April 2019,1,1,0
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",März 2019,7,1,14.29
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Februar 2019,15,4,20
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Januar 2019,4,,50
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Dezember 2018,2,1,50
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",November 2018,8,1,50
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2018,9,1,11.11
Gelsenkirchen,"Raubüberfälle auf Straßen, Wegen oder Plätzen",Oktober 2014,17,5,29.41
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2019,24,1,83.33
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",September 2019,30,3,46.67
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",August 2019,21,6,80.95
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juli 2019,40,9,60
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Juni 2019,15,2,66.67
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Mai 2019,24,3,66.67
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",April 2019,19,1,57.89
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",März 2019,12,1,66.67
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Februar 2019,22,4,77.27
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Januar 2019,24,,62.5
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Dezember 2018,19,,68.42
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",November 2018,23,3,39.13
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2018,19,4,73.68
Gelsenkirchen,"Gefährliche und schwere Körperverletzung auf Straßen, Wegen oder Plätzen",Oktober 2014,22,3,77.27
Gelsenkirchen,Taschendiebstahl,Oktober 2019,171,2,2.92
Gelsenkirchen,Taschendiebstahl,September 2019,121,,4.96
Gelsenkirchen,Taschendiebstahl,August 2019,105,4,9.52
Gelsenkirchen,Taschendiebstahl,Juli 2019,117,2,5.98
Gelsenkirchen,Taschendiebstahl,Juni 2019,110,1,1.82
Gelsenkirchen,Taschendiebstahl,Mai 2019,126,5,13.49
Gelsenkirchen,Taschendiebstahl,April 2019,134,2,4.48
Gelsenkirchen,Taschendiebstahl,März 2019,121,4,6.61
Gelsenkirchen,Taschendiebstahl,Februar 2019,117,3,11.97
Gelsenkirchen,Taschendiebstahl,Januar 2019,128,1,3.13
Gelsenkirchen,Taschendiebstahl,Dezember 2018,138,5,11.59
Gelsenkirchen,Taschendiebstahl,November 2018,166,,0
Gelsenkirchen,Taschendiebstahl,Oktober 2018,129,1,2.33
Gelsenkirchen,Taschendiebstahl,Oktober 2014,103,,0.97
Gelsenkirchen,Diebstahl von Fahrrädern,Oktober 2019,97,4,14.43
Gelsenkirchen,Diebstahl von Fahrrädern,September 2019,80,3,7.5
Gelsenkirchen,Diebstahl von Fahrrädern,August 2019,51,2,13.73
Gelsenkirchen,Diebstahl von Fahrrädern,Juli 2019,87,1,3.45
Gelsenkirchen,Diebstahl von Fahrrädern,Juni 2019,57,1,36.84
Gelsenkirchen,Diebstahl von Fahrrädern,Mai 2019,53,3,1.89
Gelsenkirchen,Diebstahl von Fahrrädern,April 2019,55,1,1.82
Gelsenkirchen,Diebstahl von Fahrrädern,März 2019,50,1,6
Gelsenkirchen,Diebstahl von Fahrrädern,Februar 2019,34,,5.88
Gelsenkirchen,Diebstahl von Fahrrädern,Januar 2019,24,1,0
Gelsenkirchen,Diebstahl von Fahrrädern,Dezember 2018,30,1,13.33
Gelsenkirchen,Diebstahl von Fahrrädern,November 2018,48,2,6.25
Gelsenkirchen,Diebstahl von Fahrrädern,Oktober 2018,57,4,12.28
Gelsenkirchen,Diebstahl von Fahrrädern,Oktober 2014,122,3,12.3
Gelsenkirchen,Gewaltkriminalität,Oktober 2019,80,8,68.75
Gelsenkirchen,Gewaltkriminalität,September 2019,82,9,57.32
Gelsenkirchen,Gewaltkriminalität,August 2019,72,15,77.78
Gelsenkirchen,Gewaltkriminalität,Juli 2019,115,19,73.91
Gelsenkirchen,Gewaltkriminalität,Juni 2019,47,10,68.09
Gelsenkirchen,Gewaltkriminalität,Mai 2019,61,6,63.93
Gelsenkirchen,Gewaltkriminalität,April 2019,52,13,63.46
Gelsenkirchen,Gewaltkriminalität,März 2019,59,10,66.1
Gelsenkirchen,Gewaltkriminalität,Februar 2019,94,13,63.83
Gelsenkirchen,Gewaltkriminalität,Januar 2019,71,6,64.79
Gelsenkirchen,Gewaltkriminalität,Dezember 2018,70,9,74.29
Gelsenkirchen,Gewaltkriminalität,November 2018,71,9,63.38
Gelsenkirchen,Gewaltkriminalität,Oktober 2018,69,13,76.81
Gelsenkirchen,Gewaltkriminalität,Oktober 2014,104,14,69.23
Hagen,Einbruchdelikte,Oktober 2019,62,23,25.81
Hagen,Einbruchdelikte,September 2019,54,24,11.11
Hagen,Einbruchdelikte,August 2019,95,43,37.89
Hagen,Einbruchdelikte,Juli 2019,137,70,13.87
Hagen,Einbruchdelikte,Juni 2019,78,33,14.1
Hagen,Einbruchdelikte,Mai 2019,44,22,13.64
Hagen,Einbruchdelikte,April 2019,68,25,11.76
Hagen,Einbruchdelikte,März 2019,94,29,12.77
Hagen,Einbruchdelikte,Februar 2019,75,37,16
Hagen,Einbruchdelikte,Januar 2019,59,32,15.25
Hagen,Einbruchdelikte,Dezember 2018,64,32,35.94
Hagen,Einbruchdelikte,November 2018,59,22,18.64
Hagen,Einbruchdelikte,Oktober 2018,86,32,25.58
Hagen,Einbruchdelikte,Oktober 2014,113,52,19.47
Hagen,Wohnungseinbruchdiebstahl,Oktober 2019,26,6,42.31
Hagen,Wohnungseinbruchdiebstahl,September 2019,17,5,11.76
Hagen,Wohnungseinbruchdiebstahl,August 2019,26,8,42.31
Hagen,Wohnungseinbruchdiebstahl,Juli 2019,38,23,26.32
Hagen,Wohnungseinbruchdiebstahl,Juni 2019,32,19,18.75
Hagen,Wohnungseinbruchdiebstahl,Mai 2019,13,7,23.08
Hagen,Wohnungseinbruchdiebstahl,April 2019,16,9,18.75
Hagen,Wohnungseinbruchdiebstahl,März 2019,46,13,8.7
Hagen,Wohnungseinbruchdiebstahl,Februar 2019,28,17,32.14
Hagen,Wohnungseinbruchdiebstahl,Januar 2019,26,18,3.85
Hagen,Wohnungseinbruchdiebstahl,Dezember 2018,19,8,47.37
Hagen,Wohnungseinbruchdiebstahl,November 2018,16,6,12.5
Hagen,Wohnungseinbruchdiebstahl,Oktober 2018,27,15,14.81
Hagen,Wohnungseinbruchdiebstahl,Oktober 2014,44,20,20.45
Hagen,Tageswohnungs-einbruchdiebstahl,Oktober 2019,2,,50
Hagen,Tageswohnungs-einbruchdiebstahl,September 2019,5,3,20
Hagen,Tageswohnungs-einbruchdiebstahl,August 2019,4,2,25
Hagen,Tageswohnungs-einbruchdiebstahl,Juli 2019,8,1,25
Hagen,Tageswohnungs-einbruchdiebstahl,Juni 2019,12,6,25
Hagen,Tageswohnungs-einbruchdiebstahl,Mai 2019,5,3,20
Hagen,Tageswohnungs-einbruchdiebstahl,April 2019,6,2,16.67
Hagen,Tageswohnungs-einbruchdiebstahl,März 2019,17,1,11.76
Hagen,Tageswohnungs-einbruchdiebstahl,Februar 2019,16,8,18.75
